gene_id,canonical_transcript
ENSG00000219622.1,ENST00000407887.1
ENSG00000220154.2,ENST00000406706.2
ENSG00000219757.1,ENST00000407792.1
ENSG00000220494.4,ENST00000401504.2
ENSG00000220248.1,ENST00000404435.1
ENSG00000220660.2,ENST00000571188.1
ENSG00000220557.1,ENST00000406019.1
ENSG00000220748.2,ENST00000405827.2
ENSG00000220537.1,ENST00000401636.1
ENSG00000220522.2,ENST00000406554.2
ENSG00000220472.1,ENST00000407940.1
ENSG00000220949.2,ENST00000436907.1
ENSG00000220392.1,ENST00000406490.1
ENSG00000220702.1,ENST00000406912.1
ENSG00000220868.2,ENST00000404272.2
ENSG00000220585.3,ENST00000450119.1
ENSG00000220986.1,ENST00000408059.1
ENSG00000220913.1,ENST00000405580.1
ENSG00000220581.1,ENST00000403778.1
ENSG00000220514.1,ENST00000402379.1
ENSG00000220643.1,ENST00000404133.1
ENSG00000220771.2,ENST00000404566.2
ENSG00000220600.2,ENST00000572284.1
ENSG00000220739.2,ENST00000402316.2
ENSG00000220553.1,ENST00000404228.1
ENSG00000220937.3,ENST00000397777.3
ENSG00000220556.4,ENST00000490892.1
ENSG00000220541.3,ENST00000403700.2
ENSG00000220693.2,ENST00000403568.2
ENSG00000220920.1,ENST00000407932.1
ENSG00000220875.1,ENST00000404612.1
ENSG00000220918.1,ENST00000403623.1
ENSG00000220305.1,ENST00000403291.1
ENSG00000220695.1,ENST00000406773.1
ENSG00000220563.1,ENST00000405497.1
ENSG00000220349.4,ENST00000494644.1
ENSG00000220694.2,ENST00000404780.2
ENSG00000220925.2,ENST00000403371.2
ENSG00000220575.3,ENST00000543018.1
ENSG00000220505.2,ENST00000403144.2
ENSG00000220614.1,ENST00000406943.1
ENSG00000220903.3,ENST00000403385.3
ENSG00000220517.2,ENST00000402854.2
ENSG00000220291.1,ENST00000403057.1
ENSG00000220982.2,ENST00000408055.2
ENSG00000220908.2,ENST00000404689.2
ENSG00000220725.1,ENST00000405336.1
ENSG00000220446.2,ENST00000402778.2
ENSG00000220311.1,ENST00000404414.1
ENSG00000220586.1,ENST00000405234.1
ENSG00000220924.4,ENST00000424397.2
ENSG00000220730.2,ENST00000402607.2
ENSG00000220347.1,ENST00000402808.1
ENSG00000220745.2,ENST00000405959.2
ENSG00000220721.1,ENST00000402365.1
ENSG00000220515.2,ENST00000402426.2
ENSG00000220370.1,ENST00000404458.1
ENSG00000220867.1,ENST00000405341.1
ENSG00000220548.3,ENST00000402383.3
ENSG00000220418.1,ENST00000405796.1
ENSG00000220377.1,ENST00000404253.1
ENSG00000220831.3,ENST00000472609.1
ENSG00000220758.3,ENST00000401407.2
ENSG00000220823.2,ENST00000402833.2
ENSG00000220583.1,ENST00000402419.1
ENSG00000220804.4,ENST00000456398.1
ENSG00000220237.1,ENST00000402084.1
ENSG00000220960.1,ENST00000403367.1
ENSG00000220340.1,ENST00000401674.1
ENSG00000220948.4,ENST00000534741.1
ENSG00000220506.2,ENST00000404926.2
ENSG00000220733.1,ENST00000407663.1
ENSG00000220267.1,ENST00000403258.1
ENSG00000220343.4,ENST00000407723.3
ENSG00000220842.5,ENST00000536557.1
ENSG00000220240.1,ENST00000258070.4
ENSG00000220988.1,ENST00000408061.1
ENSG00000220749.3,ENST00000327274.7
ENSG00000220256.3,ENST00000407524.1
ENSG00000220871.1,ENST00000401853.1
ENSG00000220891.1,ENST00000407120.1
ENSG00000220744.1,ENST00000406671.1
ENSG00000220785.3,ENST00000441044.1
ENSG00000220773.1,ENST00000406712.1
ENSG00000220987.1,ENST00000408060.1
ENSG00000220598.1,ENST00000407630.1
ENSG00000220734.1,ENST00000403727.1
ENSG00000220981.1,ENST00000408054.1
ENSG00000220483.4,ENST00000468432.1
ENSG00000220540.1,ENST00000402970.1
ENSG00000220323.3,ENST00000369385.5
ENSG00000220412.1,ENST00000404534.1
ENSG00000220884.2,ENST00000404287.2
ENSG00000220848.4,ENST00000482817.1
ENSG00000220326.2,ENST00000401679.2
ENSG00000220212.1,ENST00000405102.1
ENSG00000220378.3,ENST00000405771.3
ENSG00000220793.4,ENST00000403916.3
ENSG00000220666.2,ENST00000405832.2
ENSG00000220447.1,ENST00000407291.1
ENSG00000220635.2,ENST00000407852.2
ENSG00000220685.2,ENST00000405549.1
ENSG00000220984.1,ENST00000408057.1
ENSG00000221069.1,ENST00000408142.1
ENSG00000221096.1,ENST00000408169.1
ENSG00000220992.1,ENST00000408065.1
ENSG00000221029.1,ENST00000408102.1
ENSG00000221003.1,ENST00000408076.1
ENSG00000221102.1,ENST00000408175.1
ENSG00000221051.1,ENST00000408124.1
ENSG00000221085.1,ENST00000408158.1
ENSG00000221082.1,ENST00000408155.1
ENSG00000221019.1,ENST00000408092.1
ENSG00000221030.1,ENST00000408103.1
ENSG00000221035.1,ENST00000408108.1
ENSG00000221077.1,ENST00000408150.1
ENSG00000221010.2,ENST00000408083.2
ENSG00000221031.1,ENST00000408104.1
ENSG00000221016.1,ENST00000408089.1
ENSG00000221065.1,ENST00000408138.1
ENSG00000220990.1,ENST00000408063.1
ENSG00000220999.2,ENST00000408072.2
ENSG00000221105.1,ENST00000408178.1
ENSG00000221070.1,ENST00000408143.1
ENSG00000221104.1,ENST00000408177.1
ENSG00000221131.2,ENST00000408204.2
ENSG00000221114.1,ENST00000408187.1
ENSG00000221021.1,ENST00000408094.1
ENSG00000221081.1,ENST00000408154.1
ENSG00000221023.1,ENST00000408096.1
ENSG00000221113.1,ENST00000408186.1
ENSG00000221028.1,ENST00000408101.1
ENSG00000221000.1,ENST00000408073.1
ENSG00000221083.1,ENST00000408156.1
ENSG00000220997.1,ENST00000408070.1
ENSG00000221066.1,ENST00000408139.1
ENSG00000221050.1,ENST00000408123.1
ENSG00000221032.3,ENST00000408105.3
ENSG00000221123.1,ENST00000408196.1
ENSG00000221116.1,ENST00000408189.1
ENSG00000221038.1,ENST00000408111.1
ENSG00000221037.1,ENST00000408110.1
ENSG00000221042.1,ENST00000408115.1
ENSG00000221110.1,ENST00000408183.1
ENSG00000221075.1,ENST00000408148.1
ENSG00000221072.1,ENST00000408145.1
ENSG00000221005.1,ENST00000408078.1
ENSG00000221094.1,ENST00000408167.1
ENSG00000221018.1,ENST00000408091.1
ENSG00000221055.1,ENST00000408128.1
ENSG00000221130.1,ENST00000408203.1
ENSG00000221093.1,ENST00000408166.1
ENSG00000221044.1,ENST00000408117.1
ENSG00000221095.1,ENST00000408168.1
ENSG00000221015.1,ENST00000408088.1
ENSG00000220993.1,ENST00000408066.1
ENSG00000221084.1,ENST00000408157.1
ENSG00000221079.2,ENST00000408152.2
ENSG00000221007.1,ENST00000408080.1
ENSG00000221036.3,ENST00000408109.3
ENSG00000221033.1,ENST00000408106.1
ENSG00000221122.2,ENST00000408195.2
ENSG00000221025.1,ENST00000408098.1
ENSG00000221112.1,ENST00000408185.1
ENSG00000221101.1,ENST00000408174.1
ENSG00000221008.1,ENST00000408081.1
ENSG00000221041.2,ENST00000408114.2
ENSG00000221100.1,ENST00000408173.1
ENSG00000221027.2,ENST00000408100.2
ENSG00000221126.1,ENST00000408199.1
ENSG00000221067.1,ENST00000408140.1
ENSG00000220996.1,ENST00000408069.1
ENSG00000221053.1,ENST00000408126.1
ENSG00000221040.1,ENST00000408113.1
ENSG00000221048.1,ENST00000408121.1
ENSG00000221060.1,ENST00000408133.1
ENSG00000221120.1,ENST00000408193.1
ENSG00000221063.1,ENST00000408136.1
ENSG00000220989.1,ENST00000408062.1
ENSG00000221073.1,ENST00000408146.1
ENSG00000221118.1,ENST00000408191.1
ENSG00000221011.2,ENST00000408084.2
ENSG00000221115.1,ENST00000408188.1
ENSG00000221039.1,ENST00000408112.1
ENSG00000221017.1,ENST00000408090.1
ENSG00000221125.1,ENST00000408198.1
ENSG00000221108.1,ENST00000408181.1
ENSG00000221062.1,ENST00000408135.1
ENSG00000221091.1,ENST00000408164.1
ENSG00000221052.1,ENST00000408125.1
ENSG00000220994.1,ENST00000408067.1
ENSG00000221087.1,ENST00000408160.1
ENSG00000221074.1,ENST00000408147.1
ENSG00000221059.1,ENST00000408132.1
ENSG00000221058.1,ENST00000408131.1
ENSG00000221020.1,ENST00000408093.1
ENSG00000221128.1,ENST00000408201.1
ENSG00000221043.1,ENST00000408116.1
ENSG00000221026.1,ENST00000408099.1
ENSG00000221121.1,ENST00000408194.1
ENSG00000221111.1,ENST00000408184.1
ENSG00000221046.1,ENST00000408119.1
ENSG00000221002.1,ENST00000408075.1
ENSG00000221230.1,ENST00000408303.1
ENSG00000221241.1,ENST00000408314.1
ENSG00000221206.1,ENST00000408279.1
ENSG00000221195.2,ENST00000408268.2
ENSG00000221165.1,ENST00000408238.1
ENSG00000221234.1,ENST00000408307.1
ENSG00000221269.1,ENST00000408342.1
ENSG00000221135.1,ENST00000408208.1
ENSG00000221240.1,ENST00000408313.1
ENSG00000221221.1,ENST00000408294.1
ENSG00000221249.1,ENST00000408322.1
ENSG00000221278.1,ENST00000408351.1
ENSG00000221251.1,ENST00000408324.1
ENSG00000221235.1,ENST00000408308.1
ENSG00000221179.1,ENST00000408252.1
ENSG00000221227.1,ENST00000408300.1
ENSG00000221178.1,ENST00000408251.1
ENSG00000221275.1,ENST00000408348.1
ENSG00000221136.1,ENST00000408209.1
ENSG00000221211.1,ENST00000408284.1
ENSG00000221222.1,ENST00000408295.1
ENSG00000221174.1,ENST00000408247.1
ENSG00000221266.1,ENST00000408339.1
ENSG00000221244.1,ENST00000408317.1
ENSG00000221156.1,ENST00000408229.1
ENSG00000221147.1,ENST00000408220.1
ENSG00000221202.1,ENST00000408275.1
ENSG00000221187.1,ENST00000408260.1
ENSG00000221267.1,ENST00000408340.1
ENSG00000221164.1,ENST00000408237.1
ENSG00000221220.1,ENST00000408293.1
ENSG00000221182.1,ENST00000408255.1
ENSG00000221159.1,ENST00000408232.1
ENSG00000221254.2,ENST00000408327.2
ENSG00000221148.1,ENST00000408221.1
ENSG00000221173.1,ENST00000408246.1
ENSG00000221262.1,ENST00000408335.1
ENSG00000221201.1,ENST00000408274.1
ENSG00000221163.1,ENST00000408236.1
ENSG00000221183.1,ENST00000408256.1
ENSG00000221192.1,ENST00000408265.1
ENSG00000221273.1,ENST00000408346.1
ENSG00000221236.2,ENST00000408309.2
ENSG00000221180.1,ENST00000408253.1
ENSG00000221185.2,ENST00000408258.2
ENSG00000221186.1,ENST00000408259.1
ENSG00000221270.1,ENST00000408343.1
ENSG00000221272.2,ENST00000408345.2
ENSG00000221139.1,ENST00000408212.1
ENSG00000221255.1,ENST00000408328.1
ENSG00000221199.1,ENST00000408272.1
ENSG00000221214.1,ENST00000408287.1
ENSG00000221189.1,ENST00000408262.1
ENSG00000221172.1,ENST00000408245.1
ENSG00000221145.1,ENST00000408218.1
ENSG00000221184.1,ENST00000408257.1
ENSG00000221261.1,ENST00000408334.1
ENSG00000221200.1,ENST00000408273.1
ENSG00000221265.1,ENST00000408338.1
ENSG00000221137.1,ENST00000408210.1
ENSG00000221217.2,ENST00000408290.2
ENSG00000221252.1,ENST00000408325.1
ENSG00000221264.1,ENST00000408337.1
ENSG00000221226.1,ENST00000408299.1
ENSG00000221181.2,ENST00000408254.2
ENSG00000221191.1,ENST00000408264.1
ENSG00000221238.1,ENST00000408311.1
ENSG00000221216.1,ENST00000408289.1
ENSG00000221204.1,ENST00000408277.1
ENSG00000221142.1,ENST00000408215.1
ENSG00000221198.2,ENST00000408271.2
ENSG00000221263.1,ENST00000408336.1
ENSG00000221245.1,ENST00000408318.1
ENSG00000221233.2,ENST00000408306.2
ENSG00000221132.1,ENST00000408205.1
ENSG00000221203.1,ENST00000408276.1
ENSG00000221190.1,ENST00000408263.1
ENSG00000221160.1,ENST00000408233.1
ENSG00000221225.1,ENST00000408298.1
ENSG00000221259.1,ENST00000408332.1
ENSG00000221232.1,ENST00000408305.1
ENSG00000221170.1,ENST00000408243.1
ENSG00000221250.1,ENST00000408323.1
ENSG00000221176.1,ENST00000408249.1
ENSG00000221134.1,ENST00000408207.1
ENSG00000221169.2,ENST00000408242.2
ENSG00000221219.1,ENST00000408292.1
ENSG00000221258.1,ENST00000408331.1
ENSG00000221157.1,ENST00000408230.1
ENSG00000221210.1,ENST00000408283.1
ENSG00000221257.1,ENST00000408330.1
ENSG00000221175.1,ENST00000408248.1
ENSG00000221141.1,ENST00000408214.1
ENSG00000221167.1,ENST00000408240.1
ENSG00000221246.1,ENST00000408319.1
ENSG00000221260.2,ENST00000408333.2
ENSG00000221218.1,ENST00000408291.1
ENSG00000221247.1,ENST00000408320.1
ENSG00000221177.1,ENST00000408250.1
ENSG00000221237.1,ENST00000408310.1
ENSG00000221305.1,ENST00000408378.1
ENSG00000221301.1,ENST00000408374.1
ENSG00000221330.1,ENST00000408403.1
ENSG00000221344.1,ENST00000408417.1
ENSG00000221317.1,ENST00000408390.1
ENSG00000221377.1,ENST00000408450.1
ENSG00000221303.1,ENST00000408376.1
ENSG00000221401.1,ENST00000408474.1
ENSG00000221379.1,ENST00000408452.1
ENSG00000221281.1,ENST00000408354.1
ENSG00000221352.1,ENST00000408425.1
ENSG00000221328.1,ENST00000408401.1
ENSG00000221396.2,ENST00000408469.2
ENSG00000221296.2,ENST00000408369.2
ENSG00000221279.1,ENST00000408352.1
ENSG00000221300.1,ENST00000408373.1
ENSG00000221325.1,ENST00000408398.1
ENSG00000221335.1,ENST00000408408.1
ENSG00000221371.1,ENST00000408444.1
ENSG00000221403.1,ENST00000408476.1
ENSG00000221400.1,ENST00000408473.1
ENSG00000221331.1,ENST00000408404.1
ENSG00000221373.1,ENST00000408446.1
ENSG00000221312.1,ENST00000408385.1
ENSG00000221380.1,ENST00000408453.1
ENSG00000221293.2,ENST00000408366.2
ENSG00000221324.1,ENST00000408397.1
ENSG00000221387.1,ENST00000408460.1
ENSG00000221340.1,ENST00000408413.1
ENSG00000221334.1,ENST00000408407.1
ENSG00000221291.1,ENST00000408364.1
ENSG00000221374.1,ENST00000408447.1
ENSG00000221362.1,ENST00000408435.1
ENSG00000221343.1,ENST00000408416.1
ENSG00000221321.1,ENST00000408394.1
ENSG00000221297.1,ENST00000408370.1
ENSG00000221397.1,ENST00000408470.1
ENSG00000221394.1,ENST00000408467.1
ENSG00000221314.1,ENST00000408387.1
ENSG00000221355.1,ENST00000408428.1
ENSG00000221389.1,ENST00000408462.1
ENSG00000221316.1,ENST00000408389.1
ENSG00000221323.1,ENST00000408396.1
ENSG00000221356.1,ENST00000408429.1
ENSG00000221287.1,ENST00000408360.1
ENSG00000221289.2,ENST00000408362.2
ENSG00000221366.1,ENST00000408439.1
ENSG00000221288.1,ENST00000408361.1
ENSG00000221347.1,ENST00000408420.1
ENSG00000221390.1,ENST00000408463.1
ENSG00000221299.1,ENST00000408372.1
ENSG00000221395.1,ENST00000408468.1
ENSG00000221369.1,ENST00000408442.1
ENSG00000221345.1,ENST00000408418.1
ENSG00000221392.1,ENST00000408465.1
ENSG00000221388.1,ENST00000408461.1
ENSG00000221348.1,ENST00000408421.1
ENSG00000221319.1,ENST00000408392.1
ENSG00000221398.1,ENST00000408471.1
ENSG00000221313.2,ENST00000408386.2
ENSG00000221365.1,ENST00000408438.1
ENSG00000221393.1,ENST00000408466.1
ENSG00000221358.1,ENST00000408431.1
ENSG00000221295.1,ENST00000408368.1
ENSG00000221384.1,ENST00000408457.1
ENSG00000221378.1,ENST00000408451.1
ENSG00000221402.1,ENST00000408475.1
ENSG00000221304.1,ENST00000408377.1
ENSG00000221318.1,ENST00000408391.1
ENSG00000221376.1,ENST00000408449.1
ENSG00000221302.1,ENST00000408375.1
ENSG00000221375.1,ENST00000408448.1
ENSG00000221346.1,ENST00000408419.1
ENSG00000221332.1,ENST00000408405.1
ENSG00000221383.1,ENST00000408456.1
ENSG00000221322.1,ENST00000408395.1
ENSG00000221382.1,ENST00000408455.1
ENSG00000221290.1,ENST00000408363.1
ENSG00000221337.1,ENST00000408410.1
ENSG00000221307.1,ENST00000408380.1
ENSG00000221338.1,ENST00000408411.1
ENSG00000221381.1,ENST00000408454.1
ENSG00000221363.1,ENST00000408436.1
ENSG00000221294.1,ENST00000408367.1
ENSG00000221386.1,ENST00000408459.1
ENSG00000221385.1,ENST00000408458.1
ENSG00000221286.1,ENST00000408359.1
ENSG00000221280.1,ENST00000408353.1
ENSG00000221372.1,ENST00000408445.1
ENSG00000221351.1,ENST00000408424.1
ENSG00000221391.1,ENST00000408464.1
ENSG00000221357.1,ENST00000408430.1
ENSG00000221310.1,ENST00000408383.1
ENSG00000221336.1,ENST00000408409.1
ENSG00000221333.1,ENST00000408406.1
ENSG00000221309.1,ENST00000408382.1
ENSG00000221326.1,ENST00000408399.1
ENSG00000221354.1,ENST00000408427.1
ENSG00000221359.1,ENST00000408432.1
ENSG00000221320.1,ENST00000408393.1
ENSG00000221448.1,ENST00000408521.1
ENSG00000221520.1,ENST00000408593.1
ENSG00000221420.2,ENST00000408493.2
ENSG00000221432.1,ENST00000408505.1
ENSG00000221438.1,ENST00000408511.1
ENSG00000221447.1,ENST00000408520.1
ENSG00000221439.1,ENST00000408512.1
ENSG00000221514.1,ENST00000408587.1
ENSG00000221487.1,ENST00000408560.1
ENSG00000221470.1,ENST00000408543.1
ENSG00000221440.1,ENST00000408513.1
ENSG00000221464.1,ENST00000408537.1
ENSG00000221458.1,ENST00000408531.1
ENSG00000221477.1,ENST00000408550.1
ENSG00000221451.1,ENST00000408524.1
ENSG00000221484.1,ENST00000408557.1
ENSG00000221449.1,ENST00000408522.1
ENSG00000221499.1,ENST00000408572.1
ENSG00000221475.1,ENST00000408548.1
ENSG00000221417.1,ENST00000408490.1
ENSG00000221526.1,ENST00000408599.1
ENSG00000221407.1,ENST00000408480.1
ENSG00000221437.1,ENST00000408510.1
ENSG00000221524.1,ENST00000408597.1
ENSG00000221455.1,ENST00000408528.1
ENSG00000221411.1,ENST00000408484.1
ENSG00000221413.1,ENST00000408486.1
ENSG00000221504.1,ENST00000408577.1
ENSG00000221428.1,ENST00000408501.1
ENSG00000221500.1,ENST00000408573.1
ENSG00000221511.1,ENST00000408584.1
ENSG00000221416.1,ENST00000408489.1
ENSG00000221498.1,ENST00000408571.1
ENSG00000221527.1,ENST00000408600.1
ENSG00000221471.1,ENST00000408544.1
ENSG00000221459.1,ENST00000408532.1
ENSG00000221493.1,ENST00000408566.1
ENSG00000221519.1,ENST00000408592.1
ENSG00000221469.1,ENST00000408542.1
ENSG00000221515.1,ENST00000408588.1
ENSG00000221489.1,ENST00000408562.1
ENSG00000221456.1,ENST00000408529.1
ENSG00000221488.1,ENST00000408561.1
ENSG00000221431.1,ENST00000408504.1
ENSG00000221454.1,ENST00000408527.1
ENSG00000221442.1,ENST00000408515.1
ENSG00000221436.1,ENST00000408509.1
ENSG00000221427.1,ENST00000408500.1
ENSG00000221410.1,ENST00000408483.1
ENSG00000221434.2,ENST00000408507.2
ENSG00000221450.2,ENST00000408523.2
ENSG00000221491.2,ENST00000408564.2
ENSG00000221474.1,ENST00000408547.1
ENSG00000221465.1,ENST00000408538.1
ENSG00000221497.1,ENST00000408570.1
ENSG00000221495.1,ENST00000408568.1
ENSG00000221412.1,ENST00000408485.1
ENSG00000221507.1,ENST00000408580.1
ENSG00000221405.1,ENST00000408478.1
ENSG00000221518.1,ENST00000408591.1
ENSG00000221466.2,ENST00000408539.2
ENSG00000221516.1,ENST00000408589.1
ENSG00000221415.1,ENST00000408488.1
ENSG00000221467.1,ENST00000408540.1
ENSG00000221409.1,ENST00000408482.1
ENSG00000221457.2,ENST00000408530.2
ENSG00000221517.1,ENST00000408590.1
ENSG00000221494.1,ENST00000408567.1
ENSG00000221486.1,ENST00000408559.1
ENSG00000221445.1,ENST00000408518.1
ENSG00000221496.1,ENST00000408569.1
ENSG00000221446.1,ENST00000408519.1
ENSG00000221528.1,ENST00000408601.1
ENSG00000221419.1,ENST00000408492.1
ENSG00000221406.1,ENST00000408479.1
ENSG00000221463.1,ENST00000408536.1
ENSG00000221423.1,ENST00000408496.1
ENSG00000221521.1,ENST00000408594.1
ENSG00000221425.1,ENST00000408498.1
ENSG00000221476.1,ENST00000408549.1
ENSG00000221510.1,ENST00000408583.1
ENSG00000221492.1,ENST00000408565.1
ENSG00000221478.1,ENST00000408551.1
ENSG00000221429.1,ENST00000408502.1
ENSG00000221525.1,ENST00000408598.1
ENSG00000221473.2,ENST00000408546.2
ENSG00000221479.2,ENST00000408552.2
ENSG00000221468.1,ENST00000408541.1
ENSG00000221421.1,ENST00000408494.1
ENSG00000221485.1,ENST00000408558.1
ENSG00000221424.1,ENST00000408497.1
ENSG00000221444.1,ENST00000408517.1
ENSG00000221418.1,ENST00000408491.1
ENSG00000221461.1,ENST00000408534.1
ENSG00000221523.1,ENST00000408596.1
ENSG00000221506.1,ENST00000408579.1
ENSG00000221443.1,ENST00000408516.1
ENSG00000221505.1,ENST00000408578.1
ENSG00000221502.1,ENST00000408575.1
ENSG00000221430.1,ENST00000408503.1
ENSG00000221570.1,ENST00000408643.1
ENSG00000221637.1,ENST00000408710.1
ENSG00000221551.1,ENST00000408624.1
ENSG00000221655.2,ENST00000408728.2
ENSG00000221607.1,ENST00000408680.1
ENSG00000221559.2,ENST00000408632.2
ENSG00000221539.1,ENST00000408612.1
ENSG00000221558.2,ENST00000408631.2
ENSG00000221583.1,ENST00000408656.1
ENSG00000221550.1,ENST00000408623.1
ENSG00000221541.1,ENST00000408614.1
ENSG00000221566.1,ENST00000408639.1
ENSG00000221641.1,ENST00000408714.1
ENSG00000221606.1,ENST00000408679.1
ENSG00000221565.1,ENST00000408638.1
ENSG00000221602.1,ENST00000408675.1
ENSG00000221601.1,ENST00000408674.1
ENSG00000221552.1,ENST00000408625.1
ENSG00000221590.1,ENST00000408663.1
ENSG00000221564.1,ENST00000408637.1
ENSG00000221529.1,ENST00000408602.1
ENSG00000221657.1,ENST00000408730.1
ENSG00000221576.2,ENST00000408649.2
ENSG00000221561.1,ENST00000408634.1
ENSG00000221656.1,ENST00000408729.1
ENSG00000221615.1,ENST00000408688.1
ENSG00000221591.1,ENST00000408664.1
ENSG00000221638.1,ENST00000408711.1
ENSG00000221548.1,ENST00000408621.1
ENSG00000221538.1,ENST00000408611.1
ENSG00000221535.1,ENST00000408608.1
ENSG00000221597.1,ENST00000408670.1
ENSG00000221534.1,ENST00000408607.1
ENSG00000221619.2,ENST00000408692.2
ENSG00000221630.1,ENST00000408703.1
ENSG00000221654.1,ENST00000408727.1
ENSG00000221562.1,ENST00000408635.1
ENSG00000221556.1,ENST00000408629.1
ENSG00000221595.1,ENST00000408668.1
ENSG00000221659.1,ENST00000408732.1
ENSG00000221589.1,ENST00000408662.1
ENSG00000221563.1,ENST00000408636.1
ENSG00000221653.1,ENST00000408726.1
ENSG00000221623.1,ENST00000408696.1
ENSG00000221608.1,ENST00000408681.1
ENSG00000221625.1,ENST00000408698.1
ENSG00000221612.1,ENST00000408685.1
ENSG00000221614.1,ENST00000408687.1
ENSG00000221633.1,ENST00000408706.1
ENSG00000221611.1,ENST00000408684.1
ENSG00000221631.1,ENST00000408704.1
ENSG00000221574.1,ENST00000408647.1
ENSG00000221560.1,ENST00000408633.1
ENSG00000221628.1,ENST00000408701.1
ENSG00000221533.1,ENST00000408606.1
ENSG00000221594.1,ENST00000408667.1
ENSG00000221610.1,ENST00000408683.1
ENSG00000221650.1,ENST00000408723.1
ENSG00000221598.1,ENST00000408671.1
ENSG00000221579.1,ENST00000408652.1
ENSG00000221568.1,ENST00000408641.1
ENSG00000221599.1,ENST00000408672.1
ENSG00000221644.1,ENST00000408717.1
ENSG00000221555.1,ENST00000408628.1
ENSG00000221585.1,ENST00000408658.1
ENSG00000221573.1,ENST00000408646.1
ENSG00000221578.1,ENST00000408651.1
ENSG00000221547.1,ENST00000408620.1
ENSG00000221621.1,ENST00000408694.1
ENSG00000221593.1,ENST00000408666.1
ENSG00000221567.1,ENST00000408640.1
ENSG00000221613.1,ENST00000408686.1
ENSG00000221532.1,ENST00000408605.1
ENSG00000221580.1,ENST00000408653.1
ENSG00000221542.1,ENST00000408615.1
ENSG00000221645.2,ENST00000408718.2
ENSG00000221545.1,ENST00000408618.1
ENSG00000221660.1,ENST00000408733.1
ENSG00000221649.1,ENST00000408722.1
ENSG00000221581.1,ENST00000408654.1
ENSG00000221643.1,ENST00000408716.1
ENSG00000221536.1,ENST00000408609.1
ENSG00000221571.2,ENST00000609276.1
ENSG00000221616.1,ENST00000408689.1
ENSG00000221540.1,ENST00000408613.1
ENSG00000221584.2,ENST00000408657.2
ENSG00000221537.1,ENST00000408610.1
ENSG00000221553.1,ENST00000408626.1
ENSG00000221618.1,ENST00000408691.1
ENSG00000221586.1,ENST00000408659.1
ENSG00000221603.1,ENST00000408676.1
ENSG00000221617.1,ENST00000408690.1
ENSG00000221604.1,ENST00000408677.1
ENSG00000221531.1,ENST00000408604.1
ENSG00000221634.1,ENST00000408707.1
ENSG00000221635.1,ENST00000408708.1
ENSG00000221639.1,ENST00000408712.1
ENSG00000221629.1,ENST00000408702.1
ENSG00000221544.1,ENST00000408617.1
ENSG00000221530.1,ENST00000408603.1
ENSG00000221762.1,ENST00000408835.1
ENSG00000221699.1,ENST00000408772.1
ENSG00000221790.1,ENST00000408863.1
ENSG00000221795.1,ENST00000408868.1
ENSG00000221701.1,ENST00000408774.1
ENSG00000221766.1,ENST00000408839.1
ENSG00000221665.1,ENST00000408738.1
ENSG00000221772.2,ENST00000408845.2
ENSG00000221778.2,ENST00000408851.2
ENSG00000221751.1,ENST00000408824.1
ENSG00000221702.2,ENST00000408775.2
ENSG00000221739.1,ENST00000408812.1
ENSG00000221764.1,ENST00000408837.1
ENSG00000221748.1,ENST00000408821.1
ENSG00000221717.1,ENST00000408790.1
ENSG00000221782.1,ENST00000408855.1
ENSG00000221686.1,ENST00000408759.1
ENSG00000221753.1,ENST00000408826.1
ENSG00000221706.1,ENST00000408779.1
ENSG00000221770.1,ENST00000408843.1
ENSG00000221781.1,ENST00000408854.1
ENSG00000221714.2,ENST00000408787.2
ENSG00000221777.1,ENST00000408850.1
ENSG00000221697.1,ENST00000408770.1
ENSG00000221798.1,ENST00000408871.1
ENSG00000221696.1,ENST00000408769.1
ENSG00000221792.1,ENST00000408865.1
ENSG00000221788.1,ENST00000408861.1
ENSG00000221774.1,ENST00000408847.1
ENSG00000221719.1,ENST00000408792.1
ENSG00000221745.1,ENST00000408818.1
ENSG00000221676.1,ENST00000408749.1
ENSG00000221704.1,ENST00000408777.1
ENSG00000221747.1,ENST00000408820.1
ENSG00000221716.1,ENST00000408789.1
ENSG00000221669.1,ENST00000408742.1
ENSG00000221734.1,ENST00000408807.1
ENSG00000221755.1,ENST00000408828.1
ENSG00000221743.1,ENST00000408816.1
ENSG00000221708.2,ENST00000408781.2
ENSG00000221725.1,ENST00000408798.1
ENSG00000221711.1,ENST00000408784.1
ENSG00000221698.1,ENST00000408771.1
ENSG00000221693.1,ENST00000408766.1
ENSG00000221737.1,ENST00000408810.1
ENSG00000221736.1,ENST00000408809.1
ENSG00000221767.1,ENST00000408840.1
ENSG00000221662.1,ENST00000408735.1
ENSG00000221684.1,ENST00000408757.1
ENSG00000221685.1,ENST00000408758.1
ENSG00000221695.1,ENST00000408768.1
ENSG00000221664.1,ENST00000408737.1
ENSG00000221771.1,ENST00000408844.1
ENSG00000221718.1,ENST00000408791.1
ENSG00000221691.1,ENST00000408764.1
ENSG00000221673.1,ENST00000408746.1
ENSG00000221680.1,ENST00000408753.1
ENSG00000221749.1,ENST00000408822.1
ENSG00000221723.1,ENST00000408796.1
ENSG00000221729.1,ENST00000408802.1
ENSG00000221726.2,ENST00000408799.2
ENSG00000221672.1,ENST00000408745.1
ENSG00000221692.1,ENST00000408765.1
